Month Name,Month,Year,Query Count,Query Text,Month Num,RANK,,,,,,,,,,
March,,2017,60,register of deeds,,2352,,,,,,,,,,
March,,2017,60,gis,,2352,,,,,,,,,,
April,,2017,60,metro water,,2352,,,,,,,,,,
May,,2017,60,planning,,2352,,,,,,,,,,
May,,2017,60,pay scale,,2352,,,,,,,,,,
May,,2017,60,Inmate search,,2352,,,,,,,,,,
May,,2017,60,budget,,2352,,,,,,,,,,
May,,2017,60,warrants,,2352,,,,,,,,,,
May,,2017,60,property,,2352,,,,,,,,,,
June,,2017,60,real property search,,2352,,,,,,,,,,
June,,2017,60,employment opportunities,,2352,,,,,,,,,,
June,,2017,60,pension,,2352,,,,,,,,,,
July,,2017,60,notary,,2352,,,,,,,,,,
July,,2017,60,water,,2352,,,,,,,,,,
August,,2017,60,gis,,2352,,,,,,,,,,
September,,2017,60,fire,,2352,,,,,,,,,,
September,,2017,60,Property,,2352,,,,,,,,,,
October,,2017,60,warrants,,2352,,,,,,,,,,
October,,2017,60,Property taxes,,2352,,,,,,,,,,
November,,2017,60,inmate search,,2352,,,,,,,,,,
November,,2017,60,Inmate search,,2352,,,,,,,,,,
November,,2017,60,health department,,2352,,,,,,,,,,
December,,2017,60,pay,,2352,,,,,,,,,,
January,,2018,60,Criminal court clerk,,2352,,,,,,,,,,
January,,2018,60,metro water services,,2352,,,,,,,,,,
January,,2018,60,inside metro,,2352,,,,,,,,,,
March,,2018,60,Employee self service,,2352,,,,,,,,,,
March,,2018,60,notary,,2352,,,,,,,,,,
April,,2018,60,Employee self service,,2352,,,,,,,,,,
April,,2018,60,public records,,2352,,,,,,,,,,
April,,2018,60,trustee,,2352,,,,,,,,,,
April,,2018,60,metro water,,2352,,,,,,,,,,
May,,2018,60,early voting,,2352,,,,,,,,,,
May,,2018,60,metro 3,,2352,,,,,,,,,,
May,,2018,60,health department,,2352,,,,,,,,,,
May,,2018,60,property assessor,,2352,,,,,,,,,,
June,,2018,60,Inmates,,2352,,,,,,,,,,
June,,2018,60,health department,,2352,,,,,,,,,,
June,,2018,60,epermits,,2352,,,,,,,,,,
July,,2018,60,marriage license,,2352,,,,,,,,,,
July,,2018,60,EMS,,2352,,,,,,,,,,
September,,2018,60,nashville police department,,2352,,,,,,,,,,
October,,2018,60,parcel viewer,,2352,,,,,,,,,,
October,,2018,60,Birth certificate,,2352,,,,,,,,,,
November,,2018,60,police reports,,2352,,,,,,,,,,
November,,2018,60,public records,,2352,,,,,,,,,,
January,1,2019,60,Criminal Court Clerk,,2352,,,,,,,,,,
January,1,2019,60,dcso,,2352,,,,,,,,,,
February,2,2019,60,inmate search,,2352,,,,,,,,,,
March,3,2019,60,water,,2352,,,,,,,,,,
March,3,2019,60,recycling,,2352,,,,,,,,,,
March,3,2019,60,inmate search,,2352,,,,,,,,,,
April,4,2019,60,Hr,,2352,,,,,,,,,,
May,5,2019,60,BUSINESS LICENSE,,2352,,,,,,,,,,
May,5,2019,60,permits,,2352,,,,,,,,,,
July,7,2019,60,finance,,2352,,,,,,,,,,
July,7,2019,60,Recycling,,2352,,,,,,,,,,
July,7,2019,60,short term rental,,2352,,,,,,,,,,
August,8,2019,60,civil service,,2352,,,,,,,,,,
August,8,2019,60,recycling,,2352,,,,,,,,,,
September,9,2019,60,recycling,,2352,,,,,,,,,,
September,9,2019,60,warrants,,2352,,,,,,,,,,
September,9,2019,60,water,,2352,,,,,,,,,,
October,10,2019,60,divorce,,2352,,,,,,,,,,
December,12,2019,60,hr,,2352,,,,,,,,,,
December,12,2019,60,im,,2352,,,,,,,,,,
December,12,2019,60,property Assessor,,2352,,,,,,,,,,
January,1,2020,60,ebid,,2352,,,,,,,,,,
March,3,2020,60,police reports,,2352,,,,,,,,,,
March,3,2020,60,Inmate search,,2352,,,,,,,,,,
February,2,2020,60,property assessor,,2352,,,,,,,,,,
February,2,2020,60,notary,,2352,,,,,,,,,,
February,,2014,59,media release,,2443,,,,,,,,,,
March,,2014,59,public works,,2443,,,,,,,,,,
June,,2014,59,public works,,2443,,,,,,,,,,
July,,2014,59,wave country,,2443,,,,,,,,,,
September,,2014,59,public works,,2443,,,,,,,,,,
October,,2014,59,inmate search,,2443,,,,,,,,,,
January,,2015,59,codes,,2443,,,,,,,,,,
January,,2017,59,property tax,,2443,,,,,,,,,,
February,,2016,59,media releases,,2443,,,,,,,,,,
April,,2016,59,council districts,,2443,,,,,,,,,,
August,,2016,59,real property search,,2443,,,,,,,,,,
September,,2016,59,Annual enrollment,,2443,,,,,,,,,,
November,,2016,59,police department,,2443,,,,,,,,,,
February,,2017,59,procurement,,2443,,,,,,,,,,
March,,2017,59,alarm permits,,2443,,,,,,,,,,
March,,2017,59,copy birth certificate,,2443,,,,,,,,,,
April,,2017,59,Inmate search,,2443,,,,,,,,,,
April,,2017,59,permit application,,2443,,,,,,,,,,
April,,2017,59,Employee self service,,2443,,,,,,,,,,
April,,2017,59,gis,,2443,,,,,,,,,,
April,,2017,59,Media releases,,2443,,,,,,,,,,
May,,2017,59,short term rental property,,2443,,,,,,,,,,
July,,2017,59,animal control,,2443,,,,,,,,,,
July,,2017,59,Assessor,,2443,,,,,,,,,,
August,,2017,59,procurement,,2443,,,,,,,,,,
September,,2017,59,water services,,2443,,,,,,,,,,
October,,2017,59,fmla,,2443,,,,,,,,,,
October,,2017,59,Media release,,2443,,,,,,,,,,
December,,2017,59,arrest records,,2443,,,,,,,,,,
January,,2018,59,procurement,,2443,,,,,,,,,,
March,,2018,59,zoning map,,2443,,,,,,,,,,
March,,2018,59,property,,2443,,,,,,,,,,
March,,2018,59,transit plan,,2443,,,,,,,,,,
March,,2018,59,records,,2443,,,,,,,,,,
April,,2018,59,procurement,,2443,,,,,,,,,,
May,,2018,59,arrest records,,2443,,,,,,,,,,
July,,2018,59,council,,2443,,,,,,,,,,
August,,2018,59,pay scale,,2443,,,,,,,,,,
August,,2018,59,Warrants,,2443,,,,,,,,,,
September,,2018,59,water,,2443,,,,,,,,,,
September,,2018,59,pay scale,,2443,,,,,,,,,,
September,,2018,59,general sessions court,,2443,,,,,,,,,,
October,,2018,59,election,,2443,,,,,,,,,,
October,,2018,59,zoning map,,2443,,,,,,,,,,
October,,2018,59,Codes,,2443,,,,,,,,,,
November,,2018,59,procurement,,2443,,,,,,,,,,
November,,2018,59,criminal court clerk,,2443,,,,,,,,,,
January,1,2019,59,hr,,2443,,,,,,,,,,
February,2,2019,59,property assessor,,2443,,,,,,,,,,
March,3,2019,59,Warrants,,2443,,,,,,,,,,
March,3,2019,59,epermits,,2443,,,,,,,,,,
April,4,2019,59,recycling,,2443,,,,,,,,,,
June,6,2019,59,sheriff,,2443,,,,,,,,,,
July,7,2019,59,trash,,2443,,,,,,,,,,
August,8,2019,59,salaries,,2443,,,,,,,,,,
August,8,2019,59,planning,,2443,,,,,,,,,,
August,8,2019,59,Mugshots,,2443,,,,,,,,,,
October,10,2019,59,civil service rules,,2443,,,,,,,,,,
October,10,2019,59,water,,2443,,,,,,,,,,
November,11,2019,59,Metro water,,2443,,,,,,,,,,
December,12,2019,59,business license,,2443,,,,,,,,,,
January,1,2020,59,oracle,,2443,,,,,,,,,,
March,3,2020,59,health,,2443,,,,,,,,,,
February,2,2020,59,careers,,2443,,,,,,,,,,
February,2,2020,59,planning,,2443,,,,,,,,,,
March,,2014,58,media release,,2508,,,,,,,,,,
June,,2014,58,employee self service,,2508,,,,,,,,,,
June,,2014,58,Jobs,,2508,,,,,,,,,,
August,,2014,58,Animal control,,2508,,,,,,,,,,
October,,2014,58,election,,2508,,,,,,,,,,
October,,2014,58,library,,2508,,,,,,,,,,
October,,2014,58,permits,,2508,,,,,,,,,,
February,,2015,58,media release,,2508,,,,,,,,,,
July,,2015,58,media releases,,2508,,,,,,,,,,
November,,2015,58,codes,,2508,,,,,,,,,,
November,,2015,58,payroll,,2508,,,,,,,,,,
December,,2015,58,codes,,2508,,,,,,,,,,
February,,2016,58,criminal court clerk,,2508,,,,,,,,,,
February,,2016,58,accident report,,2508,,,,,,,,,,
February,,2016,58,payroll,,2508,,,,,,,,,,
March,,2016,58,property taxes,,2508,,,,,,,,,,
April,,2016,58,zoning,,2508,,,,,,,,,,
April,,2016,58,council district,,2508,,,,,,,,,,
September,,2016,58,permits,,2508,,,,,,,,,,
November,,2016,58,accident report,,2508,,,,,,,,,,
February,,2017,58,public records,,2508,,,,,,,,,,
February,,2017,58,general sessions court,,2508,,,,,,,,,,
February,,2017,58,parks,,2508,,,,,,,,,,
February,,2017,58,Employment,,2508,,,,,,,,,,
March,,2017,58,building permits,,2508,,,,,,,,,,
March,,2017,58,mapping,,2508,,,,,,,,,,
March,,2017,58,Media releases,,2508,,,,,,,,,,
March,,2017,58,marriage license,,2508,,,,,,,,,,
March,,2017,58,planning commission,,2508,,,,,,,,,,
April,,2017,58,budget,,2508,,,,,,,,,,
April,,2017,58,predators,,2508,,,,,,,,,,
May,,2017,58,civil service rules,,2508,,,,,,,,,,
May,,2017,58,police reports,,2508,,,,,,,,,,
May,,2017,58,fire,,2508,,,,,,,,,,
May,,2017,58,employment opportunities,,2508,,,,,,,,,,
June,,2017,58,water,,2508,,,,,,,,,,
June,,2017,58,general sessions court,,2508,,,,,,,,,,
July,,2017,58,benefits,,2508,,,,,,,,,,
July,,2017,58,register of deeds,,2508,,,,,,,,,,
August,,2017,58,epermits,,2508,,,,,,,,,,
October,,2017,58,stormwater,,2508,,,,,,,,,,
October,,2017,58,holiday,,2508,,,,,,,,,,
November,,2017,58,Birth certificate,,2508,,,,,,,,,,
December,,2017,58,inmate search,,2508,,,,,,,,,,
January,,2018,58,Warrants,,2508,,,,,,,,,,
January,,2018,58,public records,,2508,,,,,,,,,,
January,,2018,58,short term rental property,,2508,,,,,,,,,,
March,,2018,58,stormwater,,2508,,,,,,,,,,
April,,2018,58,iprocurement,,2508,,,,,,,,,,
June,,2018,58,budget,,2508,,,,,,,,,,
July,,2018,58,Employee self service,,2508,,,,,,,,,,
July,,2018,58,pension,,2508,,,,,,,,,,
July,,2018,58,inside metro,,2508,,,,,,,,,,
July,,2018,58,Inmate search,,2508,,,,,,,,,,
July,,2018,58,fmla,,2508,,,,,,,,,,
August,,2018,58,district map,,2508,,,,,,,,,,
August,,2018,58,council,,2508,,,,,,,,,,
August,,2018,58,Police report,,2508,,,,,,,,,,
September,,2018,58,property assessor,,2508,,,,,,,,,,
October,,2018,58,civil service rules,,2508,,,,,,,,,,
October,,2018,58,Police,,2508,,,,,,,,,,
November,,2018,58,Arrest records,,2508,,,,,,,,,,
January,1,2019,58,Property assessor,,2508,,,,,,,,,,
January,1,2019,58,pay scale,,2508,,,,,,,,,,
February,2,2019,58,birth certificate,,2508,,,,,,,,,,
March,3,2019,58,divorce,,2508,,,,,,,,,,
April,4,2019,58,inmate search,,2508,,,,,,,,,,
April,4,2019,58,planning,,2508,,,,,,,,,,
May,5,2019,58,water,,2508,,,,,,,,,,
May,5,2019,58,birth certificate,,2508,,,,,,,,,,
June,6,2019,58,PLANNING,,2508,,,,,,,,,,
July,7,2019,58,civil service rules,,2508,,,,,,,,,,
August,8,2019,58,inmate search,,2508,,,,,,,,,,
August,8,2019,58,finance,,2508,,,,,,,,,,
September,9,2019,58,GIS,,2508,,,,,,,,,,
October,10,2019,58,marriage license,,2508,,,,,,,,,,
January,1,2020,58,business license,,2508,,,,,,,,,,
January,1,2020,58,email,,2508,,,,,,,,,,
March,3,2020,58,careers,,2508,,,,,,,,,,
February,,2014,57,trustee,,2587,,,,,,,,,,
April,,2014,57,sat. dance,,2587,,,,,,,,,,
August,,2014,57,public works,,2587,,,,,,,,,,
October,,2014,57,mapping,,2587,,,,,,,,,,
January,,2015,57,Nashville.gov metro jail,,2587,,,,,,,,,,
May,,2015,57,accident report,,2587,,,,,,,,,,
January,,2017,57,real property search,,2587,,,,,,,,,,
January,,2017,57,public works,,2587,,,,,,,,,,
March,,2016,57,payroll,,2587,,,,,,,,,,
October,,2016,57,police,,2587,,,,,,,,,,
November,,2016,57,employment,,2587,,,,,,,,,,
March,,2017,57,pay plan,,2587,,,,,,,,,,
March,,2017,57,notary,,2587,,,,,,,,,,
May,,2017,57,accident reports,,2587,,,,,,,,,,
June,,2017,57,alarm registration,,2587,,,,,,,,,,
June,,2017,57,isupplier,,2587,,,,,,,,,,
June,,2017,57,Media releases,,2587,,,,,,,,,,
July,,2017,57,library,,2587,,,,,,,,,,
July,,2017,57,employment opportunities,,2587,,,,,,,,,,
July,,2017,57,salaries,,2587,,,,,,,,,,
July,,2017,57,crimnal court,,2587,,,,,,,,,,
August,,2017,57,property,,2587,,,,,,,,,,
September,,2017,57,Ebid,,2587,,,,,,,,,,
September,,2017,57,procurement,,2587,,,,,,,,,,
September,,2017,57,real property search,,2587,,,,,,,,,,
October,,2017,57,Employment,,2587,,,,,,,,,,
October,,2017,57,2018 annual enrollment options,,2587,,,,,,,,,,
November,,2017,57,notary,,2587,,,,,,,,,,
January,,2018,57,email,,2587,,,,,,,,,,
January,,2018,57,business license,,2587,,,,,,,,,,
March,,2018,57,nashville codes administration,,2587,,,,,,,,,,
April,,2018,57,mapping,,2587,,,,,,,,,,
April,,2018,57,Accident report,,2587,,,,,,,,,,
April,,2018,57,epermits,,2587,,,,,,,,,,
April,,2018,57,dcso,,2587,,,,,,,,,,
May,,2018,57,Codes,,2587,,,,,,,,,,
June,,2018,57,police department,,2587,,,,,,,,,,
July,,2018,57,recycling,,2587,,,,,,,,,,
July,,2018,57,im,,2587,,,,,,,,,,
July,,2018,57,business license,,2587,,,,,,,,,,
July,,2018,57,absentee ballot,,2587,,,,,,,,,,
August,,2018,57,active inmate search,,2587,,,,,,,,,,
August,,2018,57,Shana Leigh Anne Mccloud,,2587,,,,,,,,,,
August,,2018,57,pension calculator,,2587,,,,,,,,,,
September,,2018,57,recycling,,2587,,,,,,,,,,
September,,2018,57,bids,,2587,,,,,,,,,,
October,,2018,57,notary,,2587,,,,,,,,,,
October,,2018,57,annual enrollment personnel services,,2587,,,,,,,,,,
January,1,2019,57,Birth certificate,,2587,,,,,,,,,,
January,1,2019,57,planning,,2587,,,,,,,,,,
February,2,2019,57,Opportunity now,,2587,,,,,,,,,,
March,3,2019,57,Gis,,2587,,,,,,,,,,
March,3,2019,57,trash,,2587,,,,,,,,,,
April,4,2019,57,dcso,,2587,,,,,,,,,,
May,5,2019,57,owner driver report,,2587,,,,,,,,,,
June,6,2019,57,building permits,,2587,,,,,,,,,,
August,8,2019,57,e permits,,2587,,,,,,,,,,
September,9,2019,57,Police reports,,2587,,,,,,,,,,
January,1,2020,57,Careers,,2587,,,,,,,,,,
January,1,2020,57,notary,,2587,,,,,,,,,,
January,1,2020,57,salary,,2587,,,,,,,,,,
April,,2014,56,im,,2648,,,,,,,,,,
July,,2014,56,Animal control,,2648,,,,,,,,,,
August,,2014,56,metro water,,2648,,,,,,,,,,
September,,2014,56,payroll,,2648,,,,,,,,,,
December,,2014,56,property tax,,2648,,,,,,,,,,
January,,2015,56,library,,2648,,,,,,,,,,
February,,2015,56,zoning,,2648,,,,,,,,,,
February,,2015,56,Animal control,,2648,,,,,,,,,,
May,,2015,56,pay plan,,2648,,,,,,,,,,
June,,2015,56,gis,,2648,,,,,,,,,,
August,,2015,56,inside metro,,2648,,,,,,,,,,
September,,2015,56,criminal court clerk,,2648,,,,,,,,,,
December,,2015,56,Nashville,,2648,,,,,,,,,,
December,,2015,56,employment,,2648,,,,,,,,,,
January,,2016,56,property taxes,,2648,,,,,,,,,,
April,,2016,56,employee self service,,2648,,,,,,,,,,
October,,2016,56,permits,,2648,,,,,,,,,,
February,,2017,56,benefits,,2648,,,,,,,,,,
February,,2017,56,nashville police department,,2648,,,,,,,,,,
March,,2017,56,general sessions court,,2648,,,,,,,,,,
March,,2017,56,Employee self service,,2648,,,,,,,,,,
March,,2017,56,dcso,,2648,,,,,,,,,,
April,,2017,56,Criminal court clerk,,2648,,,,,,,,,,
April,,2017,56,short term rental property,,2648,,,,,,,,,,
April,,2017,56,summer camp,,2648,,,,,,,,,,
May,,2017,56,birth certificate,,2648,,,,,,,,,,
May,,2017,56,metro water,,2648,,,,,,,,,,
June,,2017,56,benefits,,2648,,,,,,,,,,
July,,2017,56,Property maps,,2648,,,,,,,,,,
July,,2017,56,fmla,,2648,,,,,,,,,,
September,,2017,56,police reports,,2648,,,,,,,,,,
September,,2017,56,Police report,,2648,,,,,,,,,,
October,,2017,56,county clerk,,2648,,,,,,,,,,
November,,2017,56,general sessions court,,2648,,,,,,,,,,
December,,2017,56,active inmate search,,2648,,,,,,,,,,
December,,2017,56,trustee,,2648,,,,,,,,,,
December,,2017,56,Employee self service,,2648,,,,,,,,,,
January,,2018,56,health department,,2648,,,,,,,,,,
March,,2018,56,Police report,,2648,,,,,,,,,,
March,,2018,56,short term rental property,,2648,,,,,,,,,,
March,,2018,56,pension,,2648,,,,,,,,,,
April,,2018,56,health department,,2648,,,,,,,,,,
April,,2018,56,summer camp,,2648,,,,,,,,,,
May,,2018,56,Property assessor,,2648,,,,,,,,,,
May,,2018,56,finance,,2648,,,,,,,,,,
May,,2018,56,budget hearings,,2648,,,,,,,,,,
June,,2018,56,iprocurement,,2648,,,,,,,,,,
June,,2018,56,marriage license,,2648,,,,,,,,,,
June,,2018,56,metro water,,2648,,,,,,,,,,
July,,2018,56,planning,,2648,,,,,,,,,,
August,,2018,56,early voting,,2648,,,,,,,,,,
September,,2018,56,arrest records,,2648,,,,,,,,,,
September,,2018,56,strp,,2648,,,,,,,,,,
September,,2018,56,EMS,,2648,,,,,,,,,,
October,,2018,56,ballot,,2648,,,,,,,,,,
October,,2018,56,collections,,2648,,,,,,,,,,
October,,2018,56,voter registration,,2648,,,,,,,,,,
January,1,2019,56,mapping,,2648,,,,,,,,,,
February,2,2019,56,stormwater,,2648,,,,,,,,,,
March,3,2019,56,salary,,2648,,,,,,,,,,
April,4,2019,56,Nashville,,2648,,,,,,,,,,
June,6,2019,56,short term rental,,2648,,,,,,,,,,
July,7,2019,56,accident reports,,2648,,,,,,,,,,
July,7,2019,56,assessor of property/webpro,,2648,,,,,,,,,,
July,7,2019,56,GIS,,2648,,,,,,,,,,
August,8,2019,56,gis,,2648,,,,,,,,,,
September,9,2019,56,inside metro,,2648,,,,,,,,,,
September,9,2019,56,library,,2648,,,,,,,,,,
September,9,2019,56,property,,2648,,,,,,,,,,
October,10,2019,56,notary,,2648,,,,,,,,,,
January,1,2020,56,salaries,,2648,,,,,,,,,,
March,3,2020,56,marriage license,,2648,,,,,,,,,,
February,2,2020,56,permit application,,2648,,,,,,,,,,
April,,2014,55,zoning,,2721,,,,,,,,,,
August,,2014,55,accident report,,2721,,,,,,,,,,
September,,2014,55,internships,,2721,,,,,,,,,,
October,,2014,55,voting,,2721,,,,,,,,,,
November,,2014,55,longevity pay,,2721,,,,,,,,,,
November,,2014,55,property tax,,2721,,,,,,,,,,
January,,2015,55,arrest records,,2721,,,,,,,,,,
January,,2015,55,christmas tree,,2721,,,,,,,,,,
August,,2015,55,web pro,,2721,,,,,,,,,,
August,,2015,55,election,,2721,,,,,,,,,,
December,,2015,55,property taxes,,2721,,,,,,,,,,
January,,2016,55,civil service rules,,2721,,,,,,,,,,
January,,2016,55,property tax,,2721,,,,,,,,,,
July,,2016,55,police,,2721,,,,,,,,,,
December,,2016,55,longevity,,2721,,,,,,,,,,
February,,2017,55,open data,,2721,,,,,,,,,,
February,,2017,55,isupplier,,2721,,,,,,,,,,
March,,2017,55,car wash,,2721,,,,,,,,,,
April,,2017,55,Assessor,,2721,,,,,,,,,,
April,,2017,55,employment opportunities,,2721,,,,,,,,,,
May,,2017,55,tax assessor,,2721,,,,,,,,,,
May,,2017,55,metro maps,,2721,,,,,,,,,,
May,,2017,55,pension calculator,,2721,,,,,,,,,,
May,,2017,55,mapping,,2721,,,,,,,,,,
May,,2017,55,inside metro,,2721,,,,,,,,,,
May,,2017,55,Police,,2721,,,,,,,,,,
July,,2017,55,webpro,,2721,,,,,,,,,,
July,,2017,55,BL2017-701,,2721,,,,,,,,,,
July,,2017,55,permit,,2721,,,,,,,,,,
August,,2017,55,self service,,2721,,,,,,,,,,
August,,2017,55,warrants,,2721,,,,,,,,,,
August,,2017,55,accident reports,,2721,,,,,,,,,,
October,,2017,55,library,,2721,,,,,,,,,,
October,,2017,55,Criminal court clerk,,2721,,,,,,,,,,
November,,2017,55,map,,2721,,,,,,,,,,
November,,2017,55,outstanding warrants,,2721,,,,,,,,,,
December,,2017,55,Police,,2721,,,,,,,,,,
January,,2018,55,trash,,2721,,,,,,,,,,
January,,2018,55,finance,,2721,,,,,,,,,,
January,,2018,55,active inmate search,,2721,,,,,,,,,,
March,,2018,55,water services,,2721,,,,,,,,,,
March,,2018,55,pay scale,,2721,,,,,,,,,,
March,,2018,55,library,,2721,,,,,,,,,,
April,,2018,55,ballot,,2721,,,,,,,,,,
April,,2018,55,permit,,2721,,,,,,,,,,
June,,2018,55,benefits,,2721,,,,,,,,,,
June,,2018,55,Codes,,2721,,,,,,,,,,
June,,2018,55,Warrants,,2721,,,,,,,,,,
June,,2018,55,permit,,2721,,,,,,,,,,
July,,2018,55,health department,,2721,,,,,,,,,,
August,,2018,55,metro water services,,2721,,,,,,,,,,
August,,2018,55,water,,2721,,,,,,,,,,
September,,2018,55,isupplier,,2721,,,,,,,,,,
November,,2018,55,building permits,,2721,,,,,,,,,,
January,1,2019,55,Police reports,,2721,,,,,,,,,,
February,2,2019,55,civil service rules,,2721,,,,,,,,,,
March,3,2019,55,police reports,,2721,,,,,,,,,,
March,3,2019,55,Parthenon,,2721,,,,,,,,,,
April,4,2019,55,nfl draft,,2721,,,,,,,,,,
April,4,2019,55,property taxes,,2721,,,,,,,,,,
June,6,2019,55,dcso,,2721,,,,,,,,,,
June,6,2019,55,Hr,,2721,,,,,,,,,,
June,6,2019,55,planning commission,,2721,,,,,,,,,,
June,6,2019,55,recycling,,2721,,,,,,,,,,
July,7,2019,55,Hr,,2721,,,,,,,,,,
September,9,2019,55,Salaries,,2721,,,,,,,,,,
October,10,2019,55,CIVIL SERVICE,,2721,,,,,,,,,,
October,10,2019,55,trash,,2721,,,,,,,,,,
October,10,2019,55,short term rental,,2721,,,,,,,,,,
December,12,2019,55,email,,2721,,,,,,,,,,
December,12,2019,55,police department,,2721,,,,,,,,,,
January,1,2020,55,Fire recruit,,2721,,,,,,,,,,
January,1,2020,55,IM,,2721,,,,,,,,,,
January,1,2020,55,Warrants,,2721,,,,,,,,,,
March,3,2020,55,certificate of occupancy,,2721,,,,,,,,,,
February,2,2020,55,pension,,2721,,,,,,,,,,
February,,2014,54,inmate search,,2797,,,,,,,,,,
September,,2014,54,register of deeds,,2797,,,,,,,,,,
November,,2014,54,warrants,,2797,,,,,,,,,,
November,,2014,54,media release,,2797,,,,,,,,,,
February,,2015,54,accident report,,2797,,,,,,,,,,
August,,2015,54,payroll,,2797,,,,,,,,,,
August,,2015,54,media releases,,2797,,,,,,,,,,
September,,2015,54,media releases,,2797,,,,,,,,,,
October,,2015,54,civil service,,2797,,,,,,,,,,
October,,2015,54,media releases,,2797,,,,,,,,,,
December,,2015,54,property tax,,2797,,,,,,,,,,
January,,2016,54,media releases,,2797,,,,,,,,,,
February,,2016,54,planning,,2797,,,,,,,,,,
July,,2016,54,civil service rules,,2797,,,,,,,,,,
November,,2016,54,police,,2797,,,,,,,,,,
December,,2016,54,police,,2797,,,,,,,,,,
February,,2017,54,birth certificate,,2797,,,,,,,,,,
February,,2017,54,Police,,2797,,,,,,,,,,
February,,2017,54,short term rental,,2797,,,,,,,,,,
February,,2017,54,criminal court,,2797,,,,,,,,,,
February,,2017,54,collections,,2797,,,,,,,,,,
April,,2017,54,careers,,2797,,,,,,,,,,
April,,2017,54,mapping,,2797,,,,,,,,,,
May,,2017,54,Arrest records,,2797,,,,,,,,,,
May,,2017,54,water,,2797,,,,,,,,,,
May,,2017,54,notary,,2797,,,,,,,,,,
June,,2017,54,police department,,2797,,,,,,,,,,
July,,2017,54,planning,,2797,,,,,,,,,,
July,,2017,54,health department,,2797,,,,,,,,,,
August,,2017,54,Assessor,,2797,,,,,,,,,,
August,,2017,54,police department,,2797,,,,,,,,,,
August,,2017,54,Accident report,,2797,,,,,,,,,,
August,,2017,54,codes administration,,2797,,,,,,,,,,
September,,2017,54,Codes,,2797,,,,,,,,,,
September,,2017,54,parcel viewer,,2797,,,,,,,,,,
November,,2017,54,metro water,,2797,,,,,,,,,,
November,,2017,54,fire,,2797,,,,,,,,,,
December,,2017,54,Police report,,2797,,,,,,,,,,
December,,2017,54,outstanding warrants,,2797,,,,,,,,,,
December,,2017,54,Ice skating,,2797,,,,,,,,,,
December,,2017,54,water,,2797,,,,,,,,,,
January,,2018,54,opportunity now,,2797,,,,,,,,,,
January,,2018,54,self service,,2797,,,,,,,,,,
March,,2018,54,county clerk,,2797,,,,,,,,,,
March,,2018,54,nashville planning department,,2797,,,,,,,,,,
March,,2018,54,property assessor nashville,,2797,,,,,,,,,,
March,,2018,54,forms,,2797,,,,,,,,,,
March,,2018,54,isupplier,,2797,,,,,,,,,,
April,,2018,54,inside metro,,2797,,,,,,,,,,
April,,2018,54,permit history alarm registration,,2797,,,,,,,,,,
May,,2018,54,building permits,,2797,,,,,,,,,,
May,,2018,54,parking,,2797,,,,,,,,,,
May,,2018,54,Media release,,2797,,,,,,,,,,
